418,1
414,10
407,27
402,38
390,58
381,70
367,86
361,94
353,103
346,110
338,115
331,124
325,128
318,132
315,134
308,141
294,150
283,157
262,168
252,174
242,185
232,197
222,214
216,221
211,233
209,241
208,244
205,249
202,253
198,258
194,265
190,269
186,274
181,280
173,289
168,293
160,299
154,305
151,308
145,313
142,315
141,317
138,319
134,322
128,326
124,328
114,336
78,443
82,465
83,477
